name	components	components_genesymbols	stoichiometry	sources	references	identifiers
NMDA receptor_2A	Q05586_Q12879	GRIN1_GRIN2A	2:2	SIGNOR;PDB;ComplexPortal;KEGG-MEDICUS;CellChatDB;CellPhoneDB	19793963;24386575;14755292;25556790;26282925;22246434;18184566	SIGNOR:SIGNOR-C347;CellPhoneDB:Glutamate_NMDA_1_2A_complex;intact:EBI-9009245;PDB:8vus;PDB:5h8q;PDB:8vuj;PDB:8vuh;PDB:7eou;PDB:6irh;PDB:5tpa;PDB:5i2k;PDB:5kdt;PDB:8vul;PDB:6irg;PDB:8vun;PDB:6ira;PDB:5kcj;PDB:5h8n;PDB:8jj2;PDB:5tp9;PDB:9mum;PDB:7eor;PDB:5h8f;PDB:7eoq;PDB:9mul;PDB:5h8h;PDB:8jiz;PDB:8vuq;PDB:8jj1;PDB:7eos;PDB:5i2n;PDB:8jj0;PDB:8vur;PDB:7eot;PDB:8vut;PDB:6irf;PDB:7eu7
NMDA receptor_2B	Q05586_Q13224	GRIN1_GRIN2B	2:2	SIGNOR;PDB;ComplexPortal;KEGG-MEDICUS;CellChatDB;CellPhoneDB	24876489;19793963;24386575;14755292;25556790;34321660;26282925;22246434;18184566	SIGNOR:SIGNOR-C348;CellPhoneDB:Glutamate_NMDA_1_2B_complex;reactome:R-HSA-3928507;intact:EBI-11303087;PDB:8vuv;PDB:8vuu;PDB:7eu8;PDB:9iyq;PDB:9iyp
NMDA receptor_2C	Q05586_Q14957	GRIN1_GRIN2C	2:2	SIGNOR;PDB;ComplexPortal;KEGG-MEDICUS;CellChatDB;CellPhoneDB	19793963;36309015;24386575;14755292;25556790;24462099;26282925;22246434	SIGNOR:SIGNOR-C349;CellPhoneDB:Glutamate_NMDA_1_2C_complex;intact:EBI-11303236;PDB:8e97;PDB:8e92;PDB:8e98;PDB:8e93;PDB:8e94
NMDA receptor_2D	O15399_Q05586	GRIN1_GRIN2D	2:2	SIGNOR;PDB;ComplexPortal;KEGG-MEDICUS;CellChatDB;CellPhoneDB	36959261;19793963;36309015;24386575;14755292;25556790;24462099;26282925;22246434;18184566	SIGNOR:SIGNOR-C350;CellPhoneDB:Glutamate_NMDA_1_2D_complex;intact:EBI-11303390;PDB:7yfo;PDB:7yff;PDB:8y1v;PDB:7yfm;PDB:8e96;PDB:7yfr;PDB:7yfl
Synaptonemal_complex	A1L190_Q15431_Q6PIF2_Q8IZU3_Q8N0S2_Q9BX26_Q9BXU0	SYCE1_SYCE2_SYCE3_SYCP1_SYCP2_SYCP3_TEX12	1:1:1:1:1:1:1	SIGNOR;ComplexPortal	27142324;34373646;14755292	SIGNOR:SIGNOR-C351;PDB:6yqf
Set1-Ash2 HMT complex	O15047_P61964_Q9UBL3	ASH2L_SETD1A_WDR5	0:0:0	SIGNOR		SIGNOR:SIGNOR-C352
BHC complex	O60341_Q13547_Q92769_Q96BD5_Q9P0W2_Q9UKL0	HDAC1_HDAC2_HMG20B_KDM1A_PHF21A_RCOR1	1:1:1:1:1:1	SIGNOR;Compleat;CORUM	12032298	SIGNOR:SIGNOR-C353;CORUM:636;Compleat:HC2111
Lig4-Xrcc4 complex	P49917_Q13426	LIG4_XRCC4	1:2	SIGNOR;Compleat;CORUM;PDB;ComplexPortal	25416956;10945980;12589063;10854421;14755292;19332554;9259561;9242410;11702069	SIGNOR:SIGNOR-C354;CORUM:206;Compleat:HC151;intact:EBI-12505462;reactome:R-HSA-75912;PDB:3ii6;PDB:1ik9;PDB:3II6;PDB:1IK9
RAD21L Cohesin complex	Q14683_Q9H4I0_Q9UJ98_Q9UQE7	RAD21L1_SMC1A_SMC3_STAG3	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C355
Microprocessor complex	Q8WYQ5_Q9NRR4	DGCR8_DROSHA	2:1	SIGNOR;Compleat;hu.MAP2;CORUM;PDB;ComplexPortal;SPIKE;hu.MAP	15574589;17765891;14755292;24581491;15531877	SIGNOR:SIGNOR-C356;CORUM:3056;Compleat:HC983;reactome:R-HSA-203817;intact:EBI-9519039;PDB:9asm;PDB:9asp;PDB:9asn;PDB:5b16;PDB:6v5b;PDB:9aso;PDB:6lxd;PDB:6v5c;PDB:6lxe
RZZ complex	O43264_O95229_P50748_Q9H900	KNTC1_ZW10_ZWILCH_ZWINT	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C357
NRZ complex	A2RRP1_O43264_Q6NUQ1	NBAS_RINT1_ZW10	1:1:1	SIGNOR;ComplexPortal	25364732;14755292;15029241;20462495	SIGNOR:SIGNOR-C358;intact:EBI-26354537
MECP2/SIN3A/HDAC complex	P51608_Q13547_Q92769_Q96ST3	HDAC1_HDAC2_MECP2_SIN3A	1:1:1:1	SIGNOR;Compleat;CORUM	9620804	SIGNOR:SIGNOR-C360;CORUM:749;Compleat:HC2187
Ndc80 complex	O14777_Q8NBT2_Q9BZD4_Q9HBM1	NDC80_NUF2_SPC24_SPC25	1:1:1:1	SIGNOR;Compleat;hu.MAP2;CORUM;ComplexPortal;Havugimana2012;KEGG-MEDICUS	12925767;23418356;15661517;14699129;14755292;15509863	SIGNOR:SIGNOR-C361;CORUM:127;Havugimana2012:C_292;Compleat:HC68;reactome:R-HSA-375444;intact:EBI-1209326;PDB:2ve7
MIS12 complex	Q6P1K2_Q96IY1_Q9H081_Q9H410	DSN1_MIS12_NSL1_PMF1	1:1:1:1	SIGNOR;ComplexPortal;Compleat	16585270;14755292;23418356;21633384	SIGNOR:SIGNOR-C362;Compleat:HC2689
KNL1 complex	O95229_Q8NG31	KNL1_ZWINT	1:1	SIGNOR;ComplexPortal	14755292;23418356;21633384	SIGNOR:SIGNOR-C363
SKA complex	Q8IX90_Q8WVK7_Q96BD8	SKA1_SKA2_SKA3	10:10:10	CFinder;Compleat;SIGNOR;PDB;ComplexPortal;hu.MAP;KEGG-MEDICUS;hu.MAP3	14755292;22483620;21633384	SIGNOR:SIGNOR-C364;Compleat:HC5139;intact:EBI-25468282;PDB:4aj5
CCAN complex	A8MT69_Q03188_Q13352_Q5EE01_Q6IPU0_Q71F23_Q7L2Z9_Q8N0S6_Q8N2Z9_Q92674_Q96BT3_Q96H22_Q9BS16_Q9BU64_Q9H3R5_Q9NSP4	CENPC_CENPH_CENPI_CENPK_CENPL_CENPM_CENPN_CENPO_CENPP_CENPQ_CENPS_CENPT_CENPU_CENPW_CENPX_ITGB3BP	1:2:1:1:1:1:1:1:1:1:1:1:1:2:1:1	PDB;SIGNOR;ComplexPortal	36085283;18007590;14755292;18097444	SIGNOR:SIGNOR-C365;intact:EBI-25469601;PDB:7xho;PDB:4NE3;PDB:4DRA;PDB:7xhn
Upf-EJC	Q92900_Q9BZI7_Q9HAU5	UPF1_UPF2_UPF3B	1:1:1	SIGNOR;Compleat;CORUM	11163187	SIGNOR:SIGNOR-C367;CORUM:813;Compleat:HC3541
SEC61 complex	P60059_P60468_P61619_Q9H9S3	SEC61A1_SEC61A2_SEC61B_SEC61G	1:1:1:1	SIGNOR;Compleat	7961662	SIGNOR:SIGNOR-C368;Compleat:HC1349
Exon junction complex	O15234_P38919_P61326_Q9Y5S9	CASC3_EIF4A3_MAGOH_RBM8A	2:2:2:2	SIGNOR;Compleat;CORUM;PDB;ComplexPortal	21289489;16797590;11532962;18164611;14755292;19478851;16923391;16314458	SIGNOR:SIGNOR-C369;CORUM:740;Compleat:HC2126;intact:EBI-6551702;PDB:2j0u;PDB:2j0q;PDB:2J0Q;PDB:2j0s;PDB:3ex7;PDB:2HYI;PDB:2hyi;PDB:1p27
COPII vesicle	O15027_O94855_O94979_O95486_O95487_P53992_P55735_Q15436_Q15437_Q9NQW1	SEC13_SEC16A_SEC23A_SEC23B_SEC24A_SEC24B_SEC24C_SEC24D_SEC31A_SEC31B	0:0:0:0:0:0:0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C370
Nucleosome	A0A2R8Y619_P04908_P0DPK2_P62805	H2AC4_H2BK1_H3Y1_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0C0S5_P0DPK2_P62805	H2AZ1_H2BK1_H3Y1_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0C0S8_P0DPK2_P62805	H2AC15_H2BK1_H3Y1_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0C5Y9_P0DPK2_P62805	H2AB1_H2BK1_H3Y1_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0C5Z0_P0DPK2_P62805	H2AB3_H2BK1_H3Y1_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0DPK2_P16104_P62805	H2AX_H2BK1_H3Y1_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0DPK2_P20671_P62805	H2AC7_H2BK1_H3Y1_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0DPK2_P62805_Q16777	H2AC20_H2BK1_H3Y1_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0DPK2_P62805_Q6FI13	H2AC18_H2BK1_H3Y1_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0DPK2_P62805_Q71UI9	H2AZ2_H2BK1_H3Y1_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0DPK2_P62805_Q7L7L0	H2AC25_H2BK1_H3Y1_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0DPK2_P62805_Q8IUE6	H2AC21_H2BK1_H3Y1_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0DPK2_P62805_Q93077	H2AC6_H2BK1_H3Y1_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0DPK2_P62805_Q96KK5	H2AC12_H2BK1_H3Y1_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0DPK2_P62805_Q96QV6	H2AC1_H2BK1_H3Y1_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0DPK2_P62805_Q99878	H2AC14_H2BK1_H3Y1_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0DPK2_P62805_Q9BTM1	H2AJ_H2BK1_H3Y1_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P04908_P0DPK5_P62805	H2AC4_H2BK1_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0C0S5_P0DPK5_P62805	H2AZ1_H2BK1_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0C0S8_P0DPK5_P62805	H2AC15_H2BK1_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0C5Y9_P0DPK5_P62805	H2AB1_H2BK1_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0C5Z0_P0DPK5_P62805	H2AB3_H2BK1_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0DPK5_P16104_P62805	H2AX_H2BK1_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0DPK5_P20671_P62805	H2AC7_H2BK1_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0DPK5_P62805_Q16777	H2AC20_H2BK1_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0DPK5_P62805_Q6FI13	H2AC18_H2BK1_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0DPK5_P62805_Q71UI9	H2AZ2_H2BK1_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0DPK5_P62805_Q7L7L0	H2AC25_H2BK1_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0DPK5_P62805_Q8IUE6	H2AC21_H2BK1_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0DPK5_P62805_Q93077	H2AC6_H2BK1_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0DPK5_P62805_Q96KK5	H2AC12_H2BK1_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0DPK5_P62805_Q96QV6	H2AC1_H2BK1_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0DPK5_P62805_Q99878	H2AC14_H2BK1_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0DPK5_P62805_Q9BTM1	H2AJ_H2BK1_H3Y2_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P04908_P62805_P68431	H2AC4_H2BK1_H3C11_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0C0S5_P62805_P68431	H2AZ1_H2BK1_H3C11_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0C0S8_P62805_P68431	H2AC15_H2BK1_H3C11_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0C5Y9_P62805_P68431	H2AB1_H2BK1_H3C11_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0C5Z0_P62805_P68431	H2AB3_H2BK1_H3C11_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P16104_P62805_P68431	H2AX_H2BK1_H3C11_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P20671_P62805_P68431	H2AC7_H2BK1_H3C11_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P62805_P68431_Q16777	H2AC20_H2BK1_H3C11_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P62805_P68431_Q6FI13	H2AC18_H2BK1_H3C11_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P62805_P68431_Q71UI9	H2AZ2_H2BK1_H3C11_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P62805_P68431_Q7L7L0	H2AC25_H2BK1_H3C11_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P62805_P68431_Q8IUE6	H2AC21_H2BK1_H3C11_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P62805_P68431_Q93077	H2AC6_H2BK1_H3C11_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P62805_P68431_Q96KK5	H2AC12_H2BK1_H3C11_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P62805_P68431_Q96QV6	H2AC1_H2BK1_H3C11_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P62805_P68431_Q99878	H2AC14_H2BK1_H3C11_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P62805_P68431_Q9BTM1	H2AJ_H2BK1_H3C11_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P04908_P62805_P84243	H2AC4_H2BK1_H3-3A_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0C0S5_P62805_P84243	H2AZ1_H2BK1_H3-3A_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0C0S8_P62805_P84243	H2AC15_H2BK1_H3-3A_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0C5Y9_P62805_P84243	H2AB1_H2BK1_H3-3A_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0C5Z0_P62805_P84243	H2AB3_H2BK1_H3-3A_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P16104_P62805_P84243	H2AX_H2BK1_H3-3A_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P20671_P62805_P84243	H2AC7_H2BK1_H3-3A_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P62805_P84243_Q16777	H2AC20_H2BK1_H3-3A_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P62805_P84243_Q6FI13	H2AC18_H2BK1_H3-3A_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P62805_P84243_Q71UI9	H2AZ2_H2BK1_H3-3A_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P62805_P84243_Q7L7L0	H2AC25_H2BK1_H3-3A_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P62805_P84243_Q8IUE6	H2AC21_H2BK1_H3-3A_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P62805_P84243_Q93077	H2AC6_H2BK1_H3-3A_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P62805_P84243_Q96KK5	H2AC12_H2BK1_H3-3A_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P62805_P84243_Q96QV6	H2AC1_H2BK1_H3-3A_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P62805_P84243_Q99878	H2AC14_H2BK1_H3-3A_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P62805_P84243_Q9BTM1	H2AJ_H2BK1_H3-3A_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P04908_P62805_Q16695	H2AC4_H2BK1_H3-4_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0C0S5_P62805_Q16695	H2AZ1_H2BK1_H3-4_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0C0S8_P62805_Q16695	H2AC15_H2BK1_H3-4_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0C5Y9_P62805_Q16695	H2AB1_H2BK1_H3-4_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0C5Z0_P62805_Q16695	H2AB3_H2BK1_H3-4_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P16104_P62805_Q16695	H2AX_H2BK1_H3-4_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P20671_P62805_Q16695	H2AC7_H2BK1_H3-4_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P62805_Q16695_Q16777	H2AC20_H2BK1_H3-4_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P62805_Q16695_Q6FI13	H2AC18_H2BK1_H3-4_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P62805_Q16695_Q71UI9	H2AZ2_H2BK1_H3-4_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P62805_Q16695_Q7L7L0	H2AC25_H2BK1_H3-4_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P62805_Q16695_Q8IUE6	H2AC21_H2BK1_H3-4_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P62805_Q16695_Q93077	H2AC6_H2BK1_H3-4_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P62805_Q16695_Q96KK5	H2AC12_H2BK1_H3-4_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P62805_Q16695_Q96QV6	H2AC1_H2BK1_H3-4_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P62805_Q16695_Q99878	H2AC14_H2BK1_H3-4_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P62805_Q16695_Q9BTM1	H2AJ_H2BK1_H3-4_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P04908_P62805_Q5TEC6	H2AC4_H2BK1_H3-7_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0C0S5_P62805_Q5TEC6	H2AZ1_H2BK1_H3-7_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0C0S8_P62805_Q5TEC6	H2AC15_H2BK1_H3-7_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0C5Y9_P62805_Q5TEC6	H2AB1_H2BK1_H3-7_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0C5Z0_P62805_Q5TEC6	H2AB3_H2BK1_H3-7_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P16104_P62805_Q5TEC6	H2AX_H2BK1_H3-7_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P20671_P62805_Q5TEC6	H2AC7_H2BK1_H3-7_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P62805_Q16777_Q5TEC6	H2AC20_H2BK1_H3-7_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P62805_Q5TEC6_Q6FI13	H2AC18_H2BK1_H3-7_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P62805_Q5TEC6_Q71UI9	H2AZ2_H2BK1_H3-7_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P62805_Q5TEC6_Q7L7L0	H2AC25_H2BK1_H3-7_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P62805_Q5TEC6_Q8IUE6	H2AC21_H2BK1_H3-7_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P62805_Q5TEC6_Q93077	H2AC6_H2BK1_H3-7_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P62805_Q5TEC6_Q96KK5	H2AC12_H2BK1_H3-7_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P62805_Q5TEC6_Q96QV6	H2AC1_H2BK1_H3-7_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P62805_Q5TEC6_Q99878	H2AC14_H2BK1_H3-7_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P62805_Q5TEC6_Q9BTM1	H2AJ_H2BK1_H3-7_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P04908_P62805_Q6NXT2	H2AC4_H2BK1_H3-5_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0C0S5_P62805_Q6NXT2	H2AZ1_H2BK1_H3-5_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0C0S8_P62805_Q6NXT2	H2AC15_H2BK1_H3-5_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0C5Y9_P62805_Q6NXT2	H2AB1_H2BK1_H3-5_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P0C5Z0_P62805_Q6NXT2	H2AB3_H2BK1_H3-5_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P16104_P62805_Q6NXT2	H2AX_H2BK1_H3-5_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P20671_P62805_Q6NXT2	H2AC7_H2BK1_H3-5_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P62805_Q16777_Q6NXT2	H2AC20_H2BK1_H3-5_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P62805_Q6FI13_Q6NXT2	H2AC18_H2BK1_H3-5_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P62805_Q6NXT2_Q71UI9	H2AZ2_H2BK1_H3-5_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P62805_Q6NXT2_Q7L7L0	H2AC25_H2BK1_H3-5_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
Nucleosome	A0A2R8Y619_P62805_Q6NXT2_Q8IUE6	H2AC21_H2BK1_H3-5_H4C4	0:0:0:0	SIGNOR		SIGNOR:SIGNOR-C371
